Data Series,Market,Region,Country,Import (Million Dollars),Export (Million Dollars)
2003 Dec,Total All Markets,Europe,Greece,6.1,19.9
2003 Dec,Total All Markets,Europe,Hungary,16.7,27.6
2003 Dec,Total All Markets,Europe,Ireland,112.2,135.3
2003 Dec,Total All Markets,Europe,Italy,238.3,36.5
2003 Dec,Total All Markets,Europe,Latvia,0,0
2003 Dec,Total All Markets,Europe,Lithuania,0.2,1.1
2003 Dec,Total All Markets,Europe,Luxembourg,1.2,3.9
2003 Dec,Total All Markets,Europe,Malta,68.5,37.1
2003 Dec,Total All Markets,Europe,NA,3254.4,1967.6
2003 Dec,Total All Markets,Europe,Netherlands,187.6,423.5
2003 Dec,Total All Markets,Europe,Norway,37.2,24
2003 Dec,Total All Markets,Europe,Other Markets Europe,0.6,0.7
2003 Dec,Total All Markets,Europe,Poland,4.2,18.3
2003 Dec,Total All Markets,Europe,Portugal,41,2
2003 Dec,Total All Markets,Europe,Romania,2.6,0.3
2003 Dec,Total All Markets,Europe,Russia,14.6,25.3
2003 Dec,Total All Markets,Europe,Slovakia,5.2,0.1
2003 Dec,Total All Markets,Europe,Slovenia,0.7,0.1
2003 Dec,Total All Markets,Europe,Spain,51.1,19.6
2003 Dec,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2003 Dec,Total All Markets,Europe,Sweden,120.6,6.3
2003 Dec,Total All Markets,Europe,Switzerland,319.8,37
2003 Dec,Total All Markets,Europe,Ukraine,74.7,0.5
2003 Dec,Total All Markets,Europe,United Kingdom,426.9,425.5
2003 Dec,Total All Markets,NA,NA,22370,13759.3
2003 Dec,Total All Markets,Oceania,Antarctica,0,0
2003 Dec,Total All Markets,Oceania,Australia,297.6,553.6
2003 Dec,Total All Markets,Oceania,Fiji,0.1,22.5
2003 Dec,Total All Markets,Oceania,French Polynesia,0.4,0.5
2003 Dec,Total All Markets,Oceania,Guam,0.5,21.4
2003 Dec,Total All Markets,Oceania,Marshall Islands,0,16
2003 Dec,Total All Markets,Oceania,NA,355.5,767.5
2003 Dec,Total All Markets,Oceania,New Caledonia,0,19.8
2003 Dec,Total All Markets,Oceania,New Zealand,45.1,68.2
2003 Dec,Total All Markets,Oceania,Northern Mariana Islands,0,6.1
2003 Dec,Total All Markets,Oceania,Other Markets Oceania,0.3,3.1
2003 Dec,Total All Markets,Oceania,Papua New Guinea,9.8,44.9
2003 Dec,Total All Markets,Oceania,Samoa,0,2.9
2003 Dec,Total All Markets,Oceania,Solomon Islands,1.7,5.7
2003 Dec,Total All Markets,Oceania,Vanuatu,0.1,2.7
2003 Feb,Total All Markets,Africa,Algeria,0,0.2
2003 Feb,Total All Markets,Africa,Angola,0,0.9
2003 Feb,Total All Markets,Africa,Benin,0,0.9
2003 Feb,Total All Markets,Africa,Cameroon,0,0.1
2003 Feb,Total All Markets,Africa,Cape Verde,0,0
2003 Feb,Total All Markets,Africa,Comoros,0.5,0.5
2003 Feb,Total All Markets,Africa,"Congo, Dem Rep Of",0,0.3
2003 Feb,Total All Markets,Africa,Cote D'ivoire,0,0.2
2003 Feb,Total All Markets,Africa,Djibouti,0,0.5
2003 Feb,Total All Markets,Africa,Egypt,1.5,6.5
2003 Feb,Total All Markets,Africa,Ethiopia,0,0.2
2003 Feb,Total All Markets,Africa,Gabon,1.9,0.2
2003 Feb,Total All Markets,Africa,Ghana,1.4,1.6
2003 Feb,Total All Markets,Africa,Guinea,0,0.1
2003 Feb,Total All Markets,Africa,Kenya,1.4,1.8
2003 Feb,Total All Markets,Africa,Liberia,0,71.6
2003 Feb,Total All Markets,Africa,Libya,0,0.7
2003 Feb,Total All Markets,Africa,Madagascar,8.1,1.4
2003 Feb,Total All Markets,Africa,Mauritius,3.9,3
2003 Feb,Total All Markets,Africa,Morocco,24.4,1.3
2003 Feb,Total All Markets,Africa,Mozambique,0,0.2
2003 Feb,Total All Markets,Africa,NA,88.4,118.7
2003 Feb,Total All Markets,Africa,Nigeria,0,2.8
2003 Feb,Total All Markets,Africa,Other Markets Africa,13.7,6.6
2003 Feb,Total All Markets,Africa,Reunion,0,0.4
2003 Feb,Total All Markets,Africa,Seychelles,0.2,1.2
2003 Feb,Total All Markets,Africa,Sierra Leone,0,0
2003 Feb,Total All Markets,Africa,Somalia,0,0
2003 Feb,Total All Markets,Africa,South Africa,26.6,12.2
2003 Feb,Total All Markets,Africa,Sudan,0,1.3
2003 Feb,Total All Markets,Africa,Swaziland,0.2,0.1
2003 Feb,Total All Markets,Africa,Tanzania,2.8,1
2003 Feb,Total All Markets,Africa,Tunisia,0.3,0.8
2003 Feb,Total All Markets,Africa,Zambia,0,0.1
2003 Feb,Total All Markets,Africa,Zimbabwe,1.3,0
2003 Feb,Total All Markets,America,Antigua And Barbuda,0,8.7
2003 Feb,Total All Markets,America,Argentina,1.6,0.8
2003 Feb,Total All Markets,America,Bahamas,7.9,26.1
2003 Feb,Total All Markets,America,Bermuda,0,2.1
2003 Feb,Total All Markets,America,Brazil,32.1,13.3
2003 Feb,Total All Markets,America,Canada,52.1,21.6
2003 Feb,Total All Markets,America,Chile,7,0.4
2003 Feb,Total All Markets,America,Colombia,1.4,1.5
2003 Feb,Total All Markets,America,Costa Rica,5.9,0.7
2003 Feb,Total All Markets,America,Cuba,0.1,0
2003 Feb,Total All Markets,America,Dominican Rep,0.1,0.3
2003 Feb,Total All Markets,America,Ecuador,1.3,0.4
2003 Feb,Total All Markets,America,El Salvador,1.5,0.1
2003 Feb,Total All Markets,America,Guatemala,1.1,0.1
2003 Feb,Total All Markets,America,Guyana,0,0
2003 Feb,Total All Markets,America,Honduras,0,1.6
2003 Feb,Total All Markets,America,Jamaica,0,0.1
2003 Feb,Total All Markets,America,Mexico,39.3,48.7
2003 Feb,Total All Markets,America,NA,2755.3,2081.9
2003 Feb,Total All Markets,America,Netherlands Antilles,0.1,0.5
2003 Feb,Total All Markets,America,Other Markets America,0.1,4.2
2003 Feb,Total All Markets,America,Panama,0.1,168.6
2003 Feb,Total All Markets,America,Paraguay,0.1,0
2003 Feb,Total All Markets,America,Peru,0.5,1
2003 Feb,Total All Markets,America,Puerto Rico,15.7,242.6
2003 Feb,Total All Markets,America,St. Vincent And The Grenadines,0,7.8
2003 Feb,Total All Markets,America,Trinidad And Tobago,0,0
2003 Feb,Total All Markets,America,United States,2586.7,1530.4
2003 Feb,Total All Markets,America,United States Virgin Islands,0,0.1
2003 Feb,Total All Markets,America,Uruguay,0.6,0.2
2003 Feb,Total All Markets,America,Venezuela,0.1,0.1
2003 Feb,Total All Markets,Asia,Afghanistan,0,0
2003 Feb,Total All Markets,Asia,Bahrain,2.1,1.6
2003 Feb,Total All Markets,Asia,Bangladesh,10.7,41
2003 Feb,Total All Markets,Asia,Brunei,21.2,12.8
2003 Feb,Total All Markets,Asia,Cambodia,9.7,17.8
2003 Feb,Total All Markets,Asia,China,1067.1,624.1
2003 Feb,Total All Markets,Asia,Christmas Island,0,0
2003 Feb,Total All Markets,Asia,Hong Kong,270.6,934.6
2003 Feb,Total All Markets,Asia,India,131.4,173.2
2003 Feb,Total All Markets,Asia,Indonesia,1078.3,850.1
2003 Feb,Total All Markets,Asia,Iran,151.5,27.7
2003 Feb,Total All Markets,Asia,Iraq,0,0
2003 Feb,Total All Markets,Asia,Israel,45.7,8.2
2003 Feb,Total All Markets,Asia,Japan,1943.5,719.8
2003 Feb,Total All Markets,Asia,Jordan,0.1,1.1
2003 Feb,Total All Markets,Asia,Kazakhstan,0,0.7
2003 Feb,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0.5,3.1
2003 Feb,Total All Markets,Asia,"Korea, Rep Of",540,342.7
2003 Feb,Total All Markets,Asia,Kuwait,353.3,7.2
2003 Feb,Total All Markets,Asia,Lao,0.1,0.1
2003 Feb,Total All Markets,Asia,Lebanon,0.1,0.9
2003 Feb,Total All Markets,Asia,Macao,0.6,0.4
2003 Feb,Total All Markets,Asia,Malaysia,2591.4,1100.3
2003 Feb,Total All Markets,Asia,Maldives,1.6,8.9
2003 Feb,Total All Markets,Asia,Mongolia,0,0.9
2003 Feb,Total All Markets,Asia,Myanmar,9,30.5
2003 Feb,Total All Markets,Asia,NA,11197.3,6307.8
2003 Feb,Total All Markets,Asia,Nepal,0.5,1.9
2003 Feb,Total All Markets,Asia,Oman,34.7,11.7
2003 Feb,Total All Markets,Asia,Other Markets Asia,0.3,1.2
2003 Feb,Total All Markets,Asia,Pakistan,4.1,27.2
2003 Feb,Total All Markets,Asia,Philippines,283.5,229
2003 Feb,Total All Markets,Asia,Qatar,270.9,3.5
2003 Feb,Total All Markets,Asia,Saudi Arabia,463.2,18.7
2003 Feb,Total All Markets,Asia,Sri Lanka,9.7,23.1
2003 Feb,Total All Markets,Asia,Syria,69.3,1
2003 Feb,Total All Markets,Asia,Taiwan,682.3,492.5
2003 Feb,Total All Markets,Asia,Thailand,712.1,358.1
2003 Feb,Total All Markets,Asia,Turkiye,13.5,12.6
2003 Feb,Total All Markets,Asia,United Arab Emirates,274.6,65.1
2003 Feb,Total All Markets,Asia,Viet Nam,150,152.5
2003 Feb,Total All Markets,Asia,Yemen,0,2
2003 Feb,Total All Markets,Europe,Austria,37.7,6.4
2003 Feb,Total All Markets,Europe,Belarus,0,0.2
2003 Feb,Total All Markets,Europe,Belgium,65.3,72.6
2003 Feb,Total All Markets,Europe,Bulgaria,8.6,1.2
2003 Feb,Total All Markets,Europe,Croatia,0,1.8
2003 Feb,Total All Markets,Europe,Cyprus,0.4,19.3
2003 Feb,Total All Markets,Europe,Czech Rep,9.8,13.3
2003 Feb,Total All Markets,Europe,Denmark,27.2,11
2003 Feb,Total All Markets,Europe,Estonia,21,0.4
2003 Feb,Total All Markets,Europe,Finland,48.4,15.7
2003 Feb,Total All Markets,Europe,France,272.3,198.9
2003 Feb,Total All Markets,Europe,Germany,618.1,212.5
2003 Feb,Total All Markets,Europe,Greece,2.8,27.1
2003 Feb,Total All Markets,Europe,Hungary,5.3,35
2003 Feb,Total All Markets,Europe,Ireland,68.9,111.7
2003 Feb,Total All Markets,Europe,Italy,248.6,37
2003 Feb,Total All Markets,Europe,Latvia,0,0.2
2003 Feb,Total All Markets,Europe,Lithuania,30.4,0.8
2003 Feb,Total All Markets,Europe,Luxembourg,1.2,1.6
2003 Feb,Total All Markets,Europe,Malta,83,21.7
2003 Feb,Total All Markets,Europe,NA,2596.1,1722.8
2003 Feb,Total All Markets,Europe,Netherlands,180.3,441.4
2003 Feb,Total All Markets,Europe,Norway,64.7,22.2
2003 Feb,Total All Markets,Europe,Other Markets Europe,0.8,0.7
2003 Feb,Total All Markets,Europe,Poland,3.6,6
2003 Feb,Total All Markets,Europe,Portugal,31.3,2.1
2003 Feb,Total All Markets,Europe,Romania,2.3,0.1
2003 Feb,Total All Markets,Europe,Russia,59.8,7.9
2003 Feb,Total All Markets,Europe,Slovakia,1.7,0.1
2003 Feb,Total All Markets,Europe,Slovenia,0.4,0.1
2003 Feb,Total All Markets,Europe,Spain,40.2,51.8
2003 Feb,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2003 Feb,Total All Markets,Europe,Sweden,73.3,4.1
2003 Feb,Total All Markets,Europe,Switzerland,257,23
2003 Feb,Total All Markets,Europe,Ukraine,22.9,0.3
2003 Feb,Total All Markets,Europe,United Kingdom,308.6,374.3
2003 Feb,Total All Markets,NA,NA,17162.8,10658
2003 Feb,Total All Markets,Oceania,Antarctica,0,0
2003 Feb,Total All Markets,Oceania,Australia,463.3,266.3
2003 Feb,Total All Markets,Oceania,Fiji,0.1,20
2003 Feb,Total All Markets,Oceania,French Polynesia,0.9,0.7
2003 Feb,Total All Markets,Oceania,Guam,0,37.9
2003 Feb,Total All Markets,Oceania,Marshall Islands,0,13.9
2003 Feb,Total All Markets,Oceania,NA,525.6,426.7
2003 Feb,Total All Markets,Oceania,New Caledonia,0,4.4
2003 Feb,Total All Markets,Oceania,New Zealand,20,46.2
2003 Feb,Total All Markets,Oceania,Northern Mariana Islands,0,7.1
2003 Feb,Total All Markets,Oceania,Other Markets Oceania,0,3.9
2003 Feb,Total All Markets,Oceania,Papua New Guinea,41.3,23.6
2003 Feb,Total All Markets,Oceania,Samoa,0,0.3
2003 Feb,Total All Markets,Oceania,Solomon Islands,0.1,0.4
2003 Feb,Total All Markets,Oceania,Vanuatu,0,2.2
2003 Jan,Total All Markets,Africa,Algeria,0,0.1
2003 Jan,Total All Markets,Africa,Angola,0,1.9
2003 Jan,Total All Markets,Africa,Benin,0,1.7
2003 Jan,Total All Markets,Africa,Cameroon,0.1,0.3
2003 Jan,Total All Markets,Africa,Cape Verde,0,0
2003 Jan,Total All Markets,Africa,Comoros,0.1,0
2003 Jan,Total All Markets,Africa,"Congo, Dem Rep Of",0,1.3
2003 Jan,Total All Markets,Africa,Cote D'ivoire,3.7,0.9
2003 Jan,Total All Markets,Africa,Djibouti,0,2.2
2003 Jan,Total All Markets,Africa,Egypt,18,6.2
2003 Jan,Total All Markets,Africa,Ethiopia,0.1,0.4
2003 Jan,Total All Markets,Africa,Gabon,0,0.2
2003 Jan,Total All Markets,Africa,Ghana,0,1.8
2003 Jan,Total All Markets,Africa,Guinea,0,0.5
2003 Jan,Total All Markets,Africa,Kenya,0.8,0.9
2003 Jan,Total All Markets,Africa,Liberia,0,60.5
2003 Jan,Total All Markets,Africa,Libya,0.2,2
2003 Jan,Total All Markets,Africa,Madagascar,8.3,1.3
2003 Jan,Total All Markets,Africa,Mauritius,1.4,4.4
2003 Jan,Total All Markets,Africa,Morocco,24.1,2.2
2003 Jan,Total All Markets,Africa,Mozambique,0,0.2
2003 Jan,Total All Markets,Africa,NA,89.1,140.4
2003 Jan,Total All Markets,Africa,Nigeria,0.4,4.1
2003 Jan,Total All Markets,Africa,Other Markets Africa,2.5,7.2
2003 Jan,Total All Markets,Africa,Reunion,0.1,20.8
2003 Jan,Total All Markets,Africa,Seychelles,0.1,1.3
2003 Jan,Total All Markets,Africa,Sierra Leone,0,0.1
2003 Jan,Total All Markets,Africa,Somalia,0,0
2003 Jan,Total All Markets,Africa,South Africa,26.8,14.9
2003 Jan,Total All Markets,Africa,Sudan,0,1.2
2003 Jan,Total All Markets,Africa,Swaziland,0.4,0.1
2003 Jan,Total All Markets,Africa,Tanzania,0.7,0.8
2003 Jan,Total All Markets,Africa,Tunisia,0.3,0.9
2003 Jan,Total All Markets,Africa,Zambia,0.2,0
2003 Jan,Total All Markets,Africa,Zimbabwe,0.9,0
2003 Jan,Total All Markets,America,Antigua And Barbuda,0,5.1
2003 Jan,Total All Markets,America,Argentina,2.3,0.7
2003 Jan,Total All Markets,America,Bahamas,19.2,23
2003 Jan,Total All Markets,America,Bermuda,0,3.1
2003 Jan,Total All Markets,America,Brazil,77.6,14.1
2003 Jan,Total All Markets,America,Canada,57.9,34.8
2003 Jan,Total All Markets,America,Chile,9.7,1.2
2003 Jan,Total All Markets,America,Colombia,0.4,5.2
2003 Jan,Total All Markets,America,Costa Rica,4.5,0.7
2003 Jan,Total All Markets,America,Cuba,0.1,0.1
2003 Jan,Total All Markets,America,Dominican Rep,0.1,0.1
2003 Jan,Total All Markets,America,Ecuador,0.3,0.5
2003 Jan,Total All Markets,America,El Salvador,1.4,0
2003 Jan,Total All Markets,America,Guatemala,2.3,0.8
2003 Jan,Total All Markets,America,Guyana,0,0
2003 Jan,Total All Markets,America,Honduras,0,0.7
2003 Jan,Total All Markets,America,Jamaica,0.1,0.3
2003 Jan,Total All Markets,America,Mexico,44.9,61.1
2003 Jan,Total All Markets,America,NA,2385.2,2679.1
2003 Jan,Total All Markets,America,Netherlands Antilles,4.8,0.6
2003 Jan,Total All Markets,America,Other Markets America,0.1,3.7
2003 Jan,Total All Markets,America,Panama,0.1,166.2
2003 Jan,Total All Markets,America,Paraguay,0.4,0
2003 Jan,Total All Markets,America,Peru,2.1,0.4
2003 Jan,Total All Markets,America,Puerto Rico,11.9,402
2003 Jan,Total All Markets,America,St. Vincent And The Grenadines,0,7.2
2003 Jan,Total All Markets,America,Trinidad And Tobago,0,0.1
2003 Jan,Total All Markets,America,United States,2129.9,1946.9
2003 Jan,Total All Markets,America,United States Virgin Islands,0,0
2003 Jan,Total All Markets,America,Uruguay,0.1,0.2
2003 Jan,Total All Markets,America,Venezuela,15.2,0.1
2003 Jan,Total All Markets,Asia,Afghanistan,0,0
2003 Jan,Total All Markets,Asia,Bahrain,4.7,1.7
2003 Jan,Total All Markets,Asia,Bangladesh,9.6,67.9
2003 Jan,Total All Markets,Asia,Brunei,25.2,20.2
2003 Jan,Total All Markets,Asia,Cambodia,12.9,20.6
2003 Jan,Total All Markets,Asia,China,1539.1,732.8
2003 Jan,Total All Markets,Asia,Christmas Island,0,0
2003 Jan,Total All Markets,Asia,Hong Kong,427,1370.7
2003 Jan,Total All Markets,Asia,India,172.8,193.4
2003 Jan,Total All Markets,Asia,Indonesia,1255.1,1013
2003 Jan,Total All Markets,Asia,Iran,166.6,10
2003 Jan,Total All Markets,Asia,Iraq,0,0
2003 Jan,Total All Markets,Asia,Israel,55.7,8.2
2003 Jan,Total All Markets,Asia,Japan,1902.4,964.5
2003 Jan,Total All Markets,Asia,Jordan,1,0.8
2003 Jan,Total All Markets,Asia,Kazakhstan,0,0.2
2003 Jan,Total All Markets,Asia,"Korea, Dem Peo Rep Of",0.5,4.1
2003 Jan,Total All Markets,Asia,"Korea, Rep Of",676.3,409.3
2003 Jan,Total All Markets,Asia,Kuwait,291.8,6.3
2003 Jan,Total All Markets,Asia,Lao,0,0.1
2003 Jan,Total All Markets,Asia,Lebanon,0.1,1
2003 Jan,Total All Markets,Asia,Macao,1.1,1.5
2003 Jan,Total All Markets,Asia,Malaysia,3003.6,1231.8
2003 Jan,Total All Markets,Asia,Maldives,2.6,4.5
2003 Jan,Total All Markets,Asia,Mongolia,0.3,0.2
2003 Jan,Total All Markets,Asia,Myanmar,16.7,43.5
2003 Jan,Total All Markets,Asia,NA,12979.4,7709.1
2003 Jan,Total All Markets,Asia,Nepal,0.5,2.6
2003 Jan,Total All Markets,Asia,Oman,72.7,5.4
2003 Jan,Total All Markets,Asia,Other Markets Asia,0.5,0.9
2003 Jan,Total All Markets,Asia,Pakistan,5.5,28.9
2003 Jan,Total All Markets,Asia,Philippines,284.4,277
2003 Jan,Total All Markets,Asia,Qatar,245.7,10.1
2003 Jan,Total All Markets,Asia,Saudi Arabia,895.3,28.4
2003 Jan,Total All Markets,Asia,Sri Lanka,8.1,25.1
2003 Jan,Total All Markets,Asia,Syria,69.4,2
2003 Jan,Total All Markets,Asia,Taiwan,826.2,536.7
2003 Jan,Total All Markets,Asia,Thailand,695.4,424.2
2003 Jan,Total All Markets,Asia,Turkiye,29.9,8.4
2003 Jan,Total All Markets,Asia,United Arab Emirates,133.2,101.9
2003 Jan,Total All Markets,Asia,Viet Nam,147.1,149.3
2003 Jan,Total All Markets,Asia,Yemen,0.4,2.1
2003 Jan,Total All Markets,Europe,Austria,41.1,5.2
2003 Jan,Total All Markets,Europe,Belarus,0.2,0
2003 Jan,Total All Markets,Europe,Belgium,81,48.2
2003 Jan,Total All Markets,Europe,Bulgaria,0.4,0.6
2003 Jan,Total All Markets,Europe,Croatia,0.1,0.4
2003 Jan,Total All Markets,Europe,Cyprus,1,19.5
2003 Jan,Total All Markets,Europe,Czech Rep,13.3,12.9
2003 Jan,Total All Markets,Europe,Denmark,30.1,14.8
2003 Jan,Total All Markets,Europe,Estonia,35.3,0.5
2003 Jan,Total All Markets,Europe,Finland,57.6,14
2003 Jan,Total All Markets,Europe,France,311.7,190.5
2003 Jan,Total All Markets,Europe,Germany,587.7,251.6
2003 Jan,Total All Markets,Europe,Greece,3.3,23.9
2003 Jan,Total All Markets,Europe,Hungary,6.9,40.6
2003 Jan,Total All Markets,Europe,Ireland,52.2,146.8
2003 Jan,Total All Markets,Europe,Italy,285.7,35.3
2003 Jan,Total All Markets,Europe,Latvia,0,0
2003 Jan,Total All Markets,Europe,Lithuania,0.1,0.3
2003 Jan,Total All Markets,Europe,Luxembourg,1.5,2.1
2003 Jan,Total All Markets,Europe,Malta,71.4,23
2003 Jan,Total All Markets,Europe,NA,2657.6,1864.3
2003 Jan,Total All Markets,Europe,Netherlands,138.4,505.7
2003 Jan,Total All Markets,Europe,Norway,31.6,17.6
2003 Jan,Total All Markets,Europe,Other Markets Europe,1,1
2003 Jan,Total All Markets,Europe,Poland,4.2,16.9
2003 Jan,Total All Markets,Europe,Portugal,29.7,2.8
2003 Jan,Total All Markets,Europe,Romania,1.3,0.1
2003 Jan,Total All Markets,Europe,Russia,117.1,8
2003 Jan,Total All Markets,Europe,Slovakia,0.9,0.1
2003 Jan,Total All Markets,Europe,Slovenia,1,0.9
2003 Jan,Total All Markets,Europe,Spain,37.4,74.4
2003 Jan,Total All Markets,Europe,Svalbard And Jan Mayen Islands,0,0
2003 Jan,Total All Markets,Europe,Sweden,79.5,6.1
2003 Jan,Total All Markets,Europe,Switzerland,244.7,24
2003 Jan,Total All Markets,Europe,Ukraine,55.8,2.2
2003 Jan,Total All Markets,Europe,United Kingdom,334.6,374.4
2003 Jan,Total All Markets,NA,NA,18539.1,12888.7
2003 Jan,Total All Markets,Oceania,Antarctica,0,0
2003 Jan,Total All Markets,Oceania,Australia,394.6,345
2003 Jan,Total All Markets,Oceania,Fiji,0.1,20.2
2003 Jan,Total All Markets,Oceania,French Polynesia,0,0.2
2003 Jan,Total All Markets,Oceania,Guam,2.1,13.2
2003 Jan,Total All Markets,Oceania,Marshall Islands,0,17.6
2003 Jan,Total All Markets,Oceania,NA,427.8,495.8
2003 Jan,Total All Markets,Oceania,New Caledonia,0,10.4
2003 Jan,Total All Markets,Oceania,New Zealand,28,40.6
2003 Jan,Total All Markets,Oceania,Northern Mariana Islands,0,7.4
2003 Jan,Total All Markets,Oceania,Other Markets Oceania,0,2.5
2003 Jan,Total All Markets,Oceania,Papua New Guinea,2.2,34.9
2003 Jan,Total All Markets,Oceania,Samoa,0,0
2003 Jan,Total All Markets,Oceania,Solomon Islands,0.8,1.8
2003 Jan,Total All Markets,Oceania,Vanuatu,0.2,2
2003 Jul,Total All Markets,Africa,Algeria,0,0.2
2003 Jul,Total All Markets,Africa,Angola,0,1.2
2003 Jul,Total All Markets,Africa,Benin,0,0.4
2003 Jul,Total All Markets,Africa,Cameroon,0,0.3
2003 Jul,Total All Markets,Africa,Cape Verde,0,0
2003 Jul,Total All Markets,Africa,Comoros,0.1,0.2
2003 Jul,Total All Markets,Africa,"Congo, Dem Rep Of",0,0.7
2003 Jul,Total All Markets,Africa,Cote D'ivoire,6.5,0.6
2003 Jul,Total All Markets,Africa,Djibouti,0,1.3
2003 Jul,Total All Markets,Africa,Egypt,28.6,10
2003 Jul,Total All Markets,Africa,Ethiopia,0,0.9
2003 Jul,Total All Markets,Africa,Gabon,1.9,0.1
2003 Jul,Total All Markets,Africa,Ghana,2.7,3.4
2003 Jul,Total All Markets,Africa,Guinea,0,0.5
2003 Jul,Total All Markets,Africa,Kenya,0.9,1
2003 Jul,Total All Markets,Africa,Liberia,0,55.2
2003 Jul,Total All Markets,Africa,Libya,22.7,2
2003 Jul,Total All Markets,Africa,Madagascar,2.3,1
2003 Jul,Total All Markets,Africa,Mauritius,0.6,6.8
2003 Jul,Total All Markets,Africa,Morocco,28.3,9.5
2003 Jul,Total All Markets,Africa,Mozambique,0,0.4
2003 Jul,Total All Markets,Africa,NA,182.7,141
2003 Jul,Total All Markets,Africa,Nigeria,0.1,5.7
2003 Jul,Total All Markets,Africa,Other Markets Africa,10.7,8.5
2003 Jul,Total All Markets,Africa,Reunion,0.1,0.2
2003 Jul,Total All Markets,Africa,Seychelles,0.2,1.3
2003 Jul,Total All Markets,Africa,Sierra Leone,0,0.3
2003 Jul,Total All Markets,Africa,Somalia,0,1.5
2003 Jul,Total All Markets,Africa,South Africa,74.6,23
2003 Jul,Total All Markets,Africa,Sudan,0,1.7
2003 Jul,Total All Markets,Africa,Swaziland,0.2,1.3
2003 Jul,Total All Markets,Africa,Tanzania,0.6,1.4
2003 Jul,Total All Markets,Africa,Tunisia,0.4,0.4
2003 Jul,Total All Markets,Africa,Zambia,0,0
2003 Jul,Total All Markets,Africa,Zimbabwe,1.3,0.1
2003 Jul,Total All Markets,America,Antigua And Barbuda,0,6.3
2003 Jul,Total All Markets,America,Argentina,3.3,2.4
2003 Jul,Total All Markets,America,Bahamas,17,20.5
2003 Jul,Total All Markets,America,Bermuda,0.5,2
2003 Jul,Total All Markets,America,Brazil,40.9,16.3
2003 Jul,Total All Markets,America,Canada,92.4,47.9
2003 Jul,Total All Markets,America,Chile,8.1,0.9
2003 Jul,Total All Markets,America,Colombia,1.1,3.3
2003 Jul,Total All Markets,America,Costa Rica,15.5,0.7
2003 Jul,Total All Markets,America,Cuba,0.1,0.2
2003 Jul,Total All Markets,America,Dominican Rep,0.1,0.2
2003 Jul,Total All Markets,America,Ecuador,0.2,0.7
2003 Jul,Total All Markets,America,El Salvador,1.8,0.9
2003 Jul,Total All Markets,America,Guatemala,0.8,0.3
2003 Jul,Total All Markets,America,Guyana,0,0
2003 Jul,Total All Markets,America,Honduras,0,0.7
2003 Jul,Total All Markets,America,Jamaica,0,0.1
2003 Jul,Total All Markets,America,Mexico,39,70.1
2003 Jul,Total All Markets,America,NA,2670.2,2236.7
2003 Jul,Total All Markets,America,Netherlands Antilles,63.4,0.8
2003 Jul,Total All Markets,America,Other Markets America,0.1,2.6
2003 Jul,Total All Markets,America,Panama,2.8,153.3
2003 Jul,Total All Markets,America,Paraguay,0.4,0
2003 Jul,Total All Markets,America,Peru,0.4,0.5
2003 Jul,Total All Markets,America,Puerto Rico,27.8,132.5
2003 Jul,Total All Markets,America,St. Vincent And The Grenadines,0,6.5
2003 Jul,Total All Markets,America,Trinidad And Tobago,0.1,0.9
2003 Jul,Total All Markets,America,United States,2335.2,1765.8
2003 Jul,Total All Markets,America,United States Virgin Islands,0,0
